,Datetime,Tweet Id,Text,Username
3169,2022-01-13 07:58:43+00:00,1481536169464709121,"I’m waiting for our President Muhammadu Buhari to Tweet. I have switched on his post notifications because I want to contribute my part to the big fat ratio he’s getting. 

Until then, we wait.",JaneThomasz
3170,2022-01-13 07:58:42+00:00,1481536169011814400,"After President Muhammadu Buhari successful 8th year in office,it will be disastrous for Northern Nigeria to think of retaining the Presidency in the region again.
Therefore,2023 is the turn of Southern 
Nigeria. Let's always try to keep doing things that would sustain our unity.",BallaSuleiman
3171,2022-01-13 07:57:29+00:00,1481535862068367360,@renoomokri I unfollow Muhammadu Buhari this morning,umar_fsaleh
3172,2022-01-13 07:56:17+00:00,1481535559248056322,@ArewaaConnect I unfollow Muhammadu Buhari this morning,umar_fsaleh
3173,2022-01-13 07:49:13+00:00,1481533782020792321,"Muhammadu Buhari or his twitter handlers first tweet should be ""Twitter don't repeat that nonsense again"".",Iwhuruohna
3174,2022-01-13 07:49:01+00:00,1481533728505671683,"Nigeria has lifted its ban on Twitter - seven months after clamping down on the social networking site.

Nigeria's government suspended Twitter last June after the company deleted a tweet by President Muhammadu Buhari about punishing regional secessionists. https://t.co/scBRFBwq9X",CalvinMutsinzi
3175,2022-01-13 07:47:40+00:00,1481533392026013698,"After President Muhammadu Buhari successful 8th year in office,it will be disastrous for Northern Nigeria to think of retaining the Presidency in the region again.
Therefore,2023 is the turn of Southern 
Nigeria. Let's always try to keep doing things that would sustain our unity.",suleimanballa
3176,2022-01-13 07:47:39+00:00,1481533386447597569,"Seven months ago, Twitter deleted a tweet by Nigerian president Muhammadu Buhari threatening to punish regional secessionists which resulted in a ban of the platform in Nigeria that was lifted at midnight today. Twitter is popular in Nigeria, but VPNs exists, of course.",johl
3177,2022-01-13 07:46:41+00:00,1481533141340901378,"After President Muhammadu Buhari successful 8th year in office,it will be disastrous for Northern Nigeria to think of retaining the Presidency in the region again.
Therefore,2023 is the turn of Southern 
Nigeria. Let's always try to keep doing things that would sustain our unity.",Albantayerima
3178,2022-01-13 07:40:31+00:00,1481531590505373696,"Asiwaju Bola Tinubu, former Lagos state governor and national leader of the ruling All Progressives Congress (APC) on Monday visited President Muhammadu Buhari in Aso Villa where he informed him of his intention to contest the presidential election

https://t.co/0w25gJ1FFl https://t.co/fMw5K8E2DS",MAD_DIASPORA
3179,2022-01-13 07:39:45+00:00,1481531399849091077,"Twitter for your Business Success

President Muhammadu Buhari, has approved the lifting of the suspension of Twitter operation in Nigeria effective from 12 am Thursday, January 13, 2022. 

Here is How to Use Twitter to Drive Traffic to Your Website/Blog

https://t.co/CQpffCjdW2",CONSUMERstand
3180,2022-01-13 07:35:00+00:00,1481530201645461508,"#Nigeria once again have access to #Twitter. The micro-blogging platform was banned in the country, in June 2021, over a tweet by President Muhammadu Buhari.

@eriknjoka tells you more.

Watch more: https://t.co/AXC5qRugeb https://t.co/FAs2U90kck",WIONews
3181,2022-01-13 07:33:30+00:00,1481529823633813508,International Criminal Court (ICC): Petition To The ICC To Arraign Muhammadu Buhari for Crimes Agains... https://t.co/tKUc218Nf5 via @Change,AOmirigbe
3182,2022-01-13 07:32:19+00:00,1481529529545936896,"""Förbudet utlystes i juni förra året efter att den sociala medieplattformen tagit bort ett inlägg av president Muhammadu Buhari, i vilket han hotade att straffa regionala separatister"" https://t.co/basY1XX01y",EpochTimesSWE
3183,2022-01-13 07:30:45+00:00,1481529132156600320,"The Federal Government has lifted ban placed on American microblogging and social networking service, Twitter, from operating in Nigeria seven months after it restricted its operation in the country.
As stated, the lifting followed approval by President Muhammadu Buhari and that https://t.co/cH47prMYUQ",TheGuildng
3184,2022-01-13 07:29:05+00:00,1481528715200839682,"President Muhammadu Buhari has approved the lifting of the suspension of Twitter operation in Nigeria effective from 12:01AM tonight, 13th January, 2022.

MY TAKE: This useless Nigerian Government know that 2023 is fast approaching, they will use .@Twitter for their campaign",UbongBBassey
3185,2022-01-13 07:26:48+00:00,1481528140262518786,The Federal Government has lifted the suspension of Twitter operations in Nigeria after approval by President Muhammadu Buhari https://t.co/OVSA0f50cd,tunng
3186,2022-01-13 07:26:05+00:00,1481527957298556934,"The Nigerian government has lifted its Twitter ban after seven months.

The ban was imposed in June last year after the platform deleted a tweet by President Muhammadu Buhari.

#StarFMNews919 @Star919FM https://t.co/7x7yuJ56ic",StarFMNews919
3187,2022-01-13 07:21:18+00:00,1481526754837766144,"And present my Presidential aspiration intent and my part Manifesto to the President - Gen Muhammadu Buhari, so he would know me and appreciate my excellent works..
Here are my Bank details:
(1) Francis Adie Ushie
(2) Polaris Bank ( current account, marina, Lagos",franadie
3188,2022-01-13 07:17:20+00:00,1481525756664717316,"Thank you so much Baba Muhammadu Buhari Uban kasa🙏

Currently tweets without VPN🙏💪. https://t.co/LooQ9KlLZV",StillYoursADD
3189,2022-01-13 07:16:13+00:00,1481525477546340353,"Lists of accounts wey go collect like crazy on their first tweet after #TwitterBan got lifted 😂

Muhammadu Buhari
Bashir ahmad
Adamu Garba
Kemi Olunloyo
Kuda bank 😂😭
Glo
Access Bank",sparkle0100
3190,2022-01-13 07:15:27+00:00,1481525281701695488,"Nigeria’s government on Wednesday said it had ended its suspension of Twitter, seven months after banning the social media giant in a dispute over a tweet by President Muhammadu Buhari. #AfricanInsider 
https://t.co/S3yK3vtzQV",AfricanInsider2
3191,2022-01-13 07:13:58+00:00,1481524908752580608,"President Muhammadu Buhari Tuesday in Abuja endorsed the establishment of the Nigerian Diaspora Investment Trust Fund (NDITF) a private sector investment window with Nigerians in the Diaspora to support direct investments in the country

Hon @abikedabiri @idon_akogun @lollylarry1 https://t.co/Zt6RCCiNUo",Ezeakachidozie
3192,2022-01-13 07:11:17+00:00,1481524232303611904,"Lists of accounts wey go collect like crazy on their first tweet after #TwitterBan got lifted 😂

Muhammadu Buhari
Bashir ahmad
Adamu Garba
Kemi Olunloyo
Kuda bank 😂😭
Glo
Access Bank",beekyhe
3193,2022-01-13 07:10:56+00:00,1481524144172941314,"Lists of accounts wey go collect like crazy on their first tweet after #TwitterBan got lifted 😂

Muhammadu Buhari
Bashir ahmad
Adamu Garba
Kemi Olunloyo
Kuda bank 😂😭
Glo
Access Bank",haversfleeted
3194,2022-01-13 07:08:44+00:00,1481523590663188485,President Muhammadu Buhari will be in Ogun today and a mammoth crowd will welcome him. https://t.co/ntUTwIWbNj,xagreat
3195,2022-01-13 07:03:55+00:00,1481522382011609089,Sagamu Abeokuta expressway has been renamed Muhammadu Buhari expressway.,shegzo_
3196,2022-01-13 07:02:29+00:00,1481522020903002112,"Seems Muhammadu buhari don lift Twitter ban for Naija, but who really cares 
Presido if u lift or you no lift am everybody still dey active when you revoked it 🤣🤣 https://t.co/OLSvdrZRKg",MikePsCl1
3197,2022-01-13 07:01:14+00:00,1481521703519801346,"Business News.

Buhari lifts Twitter ban after 222 days’ suspension.
The President, Major General Muhammadu Buhari (retd.), has lifted the ban imposed on the operations of Twitter in Nigeria, effective from 12am, January 13, 2022.
This was disclosed in a…https://t.co/D28lETERMu",CiiaNigeria
3198,2022-01-13 07:00:17+00:00,1481521467535859712,"All over the world, today, no one knows Muhammadu Buhari more than Jack.",Nur_al_qalb
3199,2022-01-13 06:56:35+00:00,1481520533594333184,"Here's welcoming HE President Muhammadu Buhari to our dear state today, as he commissions landmark projects by HE Gov. Dapo Abiodun's administration. https://t.co/DRelLQU19A",RinsolaAbiola
3200,2022-01-13 06:54:17+00:00,1481519957519261697,"The government of Nigeria has lifted the ban on Twitter for everyone after seven months of darkness.

President Muhammadu Buhari banned the social network after his post threatening protesters was removed. https://t.co/pzmCzHUbA2",Aadozo
3201,2022-01-13 06:46:24+00:00,1481517972044881929,"For 222 days @NGRPresident and his ignoble government banned @Twitter; they destroyed the livelihood of many young Nigerians by this terrible decision. May the type of Muhammadu Buhari never cross our path again!! 

It's election year again; 2022, young people get involved! 

Di.",dicksoniroegbu
3202,2022-01-13 06:44:23+00:00,1481517463103750147,"#SPNews: Nigeria's government on Wednesday said it had ended its suspension of Twitter, seven months after banning the social media giant in a dispute over a tweet by President Muhammadu Buhari.
https://t.co/wp6BQyOZJO",siasaplace
3203,2022-01-13 06:41:14+00:00,1481516672590794754,"Nigeria government ends Twitter ban
https://t.co/6nuksdYkuk
Nigeria's government on Wednesday said it had ended its suspension of Twitter, seven months after banning the social media giant in a dispute over a tweet by President Muhammadu Buhari.",TheSAnews
3204,2022-01-13 06:40:05+00:00,1481516380939763714,"Buhari will live long after his tenure to see the Nigeria he built. Long live the Federal Republic of Nigeria 🇳🇬 , long live Muhammadu  Buhari✊",dan_barde001
3205,2022-01-13 06:38:19+00:00,1481515935949369344,It was a memorable day for me with my mentor Mr Femi Adesina (Special Adviser On Media And Publicity To The President Muhammadu Buhari)  at the villa. https://t.co/T97wpl5imc,Real_OOT
3206,2022-01-13 06:37:22+00:00,1481515696945303558,"Nigeria will  continue to be  great even After President Muhammadu Buhari, Jagaban will be next 2023. https://t.co/dkqHbBIEoz",MohammedOBA4
3207,2022-01-13 06:34:50+00:00,1481515060417683457,"The president of Nigeria and the next president of Nigeria standing with a presidential handshake.

Muhammadu Buhari and 
Governor David Umahi of Ebonyi state. https://t.co/vyk99Zbsmd",AlokeJackson
3208,2022-01-13 06:32:28+00:00,1481514464902057986,"President Muhammadu Buhari has approved the lifting of the suspension of Twitter operation in Nigeria effective from 12am tonight, January 13, 2022. https://t.co/wFsxr2ji8L",TarabaFacts
3209,2022-01-13 06:26:02+00:00,1481512846768885763,"'Nigeria has lifted its ban on Twitter - seven months after clamping down on the social networking site.
Nigeria's government suspended Twitter last June after the company deleted a tweet by President Muhammadu Buhari about punishing regional secessionists.' https://t.co/NfMbGEHtWB",ansatsu_sha
3210,2022-01-13 06:21:49+00:00,1481511786494976000,"Welcome back twitter,we appreciate president Muhammadu Buhari GCFR for making Nigeria to be among the committee of nations, other countries are generating revenue from twitter, only Nigeria was not doing so, but now we have are balance media participation.",MohammedOBA4
3211,2022-01-13 06:15:49+00:00,1481510276713398273,"Muhammadu Buhari snapped his fingers and people are just appearing.

Inevitable. https://t.co/K37kdgZAvE",NgugiEvuti
3212,2022-01-13 06:13:23+00:00,1481509662822477825,@Dongarrus Oga Comrade Muhammadu Buhari yana godiya. ✋,SadiqeArayuJada
3213,2022-01-13 06:12:11+00:00,1481509360727642113,"#TwitterBan 
Hello President Muhammadu Buhari, I just want you to know that, after my subhi prayer this morning, I prayed for you before praying for myself, just one prayer "" May God appreciate you on our behalf and turn your haters to hailers 🙏🙏🇳🇬🇳🇬🇳🇬 https://t.co/sCtts128qW",LukmanHorpe
3214,2022-01-13 06:10:06+00:00,1481508838264160256,"The Nigerian government suspended Twitter on June 4 after it removed a post from President Muhammadu Buhari that threatened to punish regional secessionists. 
https://t.co/EJnjbDskPb",the_hindu
3215,2022-01-13 06:08:19+00:00,1481508389507289089,"Join us as we welcome His Excellency, Muhammadu Buhari, President, Federal Republic of Nigeria. 

Date: Thursday, 13th January, 2022
Time: 9Am

#Building_Our_Future_Together! https://t.co/OblOWTlWLx",latmodpoly1
3216,2022-01-13 06:06:08+00:00,1481507836995809280,"@Policy @FormularJr President Muhammadu Buhari, Nigeria and good Nigerians won.",Muhammad_Onoba
3217,2022-01-13 06:03:58+00:00,1481507294999363592,"Nigeria's government has ended its suspension of Twitter, seven months after banning the social media giant in a dispute over a tweet by President Muhammadu Buhari. https://t.co/YoPEOe2Ufb",The_EastAfrican
3218,2022-01-13 06:02:12+00:00,1481506849937629184,"Nigerias regjering har opphevet den sju måneder lange suspensjonen av Twitter. Forbudet ble innført etter strid rundt en melding fra president Muhammadu Buhari.

https://t.co/UT6h5SiKyd",journalisten
3219,2022-01-13 06:01:24+00:00,1481506646899761160,thank you president Muhammadu Buhari 🙏🇳🇬 https://t.co/iWNvkhez6E,dan_takara_
3220,2022-01-13 06:00:40+00:00,1481506461180219392,"Buhari Govt finally lift twitter ban
-https://t.co/iXT7RDk0mE
Nigeria's President Muhammadu Buhari has approved the lifting of the suspe... https://t.co/9WD3m2LmVE",kokomansionnews
3221,2022-01-13 05:59:40+00:00,1481506211845615620,@Wanzaaam @MBuhari Comrade Muhammadu Buhari is doing well. 😹💔,SadiqeArayuJada
3222,2022-01-13 05:53:17+00:00,1481504603011178496,"Thank you Mr President, His Excellency Muhammadu Buhari.",uibrahim85
3223,2022-01-13 05:52:41+00:00,1481504454218334208,"Le gouvernement du Nigeria Muhammadu Buhari, a annoncé hier soir la levée de la suspension frappant Twitter depuis 7 mois dans ce pays le plus peuplé d'Afrique, où le réseau social américain a été un important outil de contestation sociale.",josephlunieOFF
3224,2022-01-13 05:50:45+00:00,1481503966148145152,"Buhari Govt finally lift twitter ban
-https://t.co/iXT7RDk0mE
Nigeria's President Muhammadu Buhari has approved the lifting of the suspe...",kokomansionnews
3225,2022-01-13 05:41:37+00:00,1481501670815186947,We will never forget this tweet and the foolish action  of the Government led by the foolish Muhammadu Buhari. Let this fuel your anger against this administration and their allies especially the mad man called Tinubu. https://t.co/Pb7JiidbwO,tena__sammy
3226,2022-01-13 05:40:30+00:00,1481501386709815296,The Nigerian government suspended Twitter on June 4 after it removed a post from President Muhammadu Buhari that threatened to punish regional secessionists. Telecoms companies subsequently blocked access to users in Nigeria.[2] https://t.co/3sQLRpQsDy,Bakoenamanoto1
3227,2022-01-13 05:39:20+00:00,1481501093708369920,@BBCWorld Shame on President Muhammadu Buhari and his administration as the environment takes back seat. #pollution @burnaboy  https://t.co/Ftt2zY82sZ,Nigeriawhatsnew
3228,2022-01-13 05:37:32+00:00,1481500640375357441,"Opinion: ""Nigeria Cannot Afford A Tinubu Presidency.
..... Following Major General Muhammadu Buhari (rtd.)’s Locust Years With The Impotence That Tinubu Leadership Portends, Is To Doom The Country.""
https://t.co/oKjiWeppKr",mediaorchidng
3229,2022-01-13 05:34:27+00:00,1481499865347760128,The market for 2023 politics has been declared opened by the son of Abibatu Mogaji who is also the ceremonial national https://t.co/AtaSy2uVmP #asiwajubolatibnubu #muhammadubuhari,Nationainsight
3230,2022-01-13 05:34:27+00:00,1481499864991162368,"PRESIDENT MUHAMMADU BUHARI RECEIVES A COMPENDIUM ""+600 DIASPORA ICONS"" BY NIGERIANS IN DIASPORA COMMISSION NiDCOM, LED BY HON ABIKE DABIRI-EREWA, CHAIRMAN/CEO NIDCOM AT STATE HOUSE PRESIDENTIAL VILLA, ABUJA.
11/01/2022.
@NigeriaGov @abikedabiri https://t.co/UdIhqoP33y",nidcom_gov
3231,2022-01-13 05:27:42+00:00,1481498167552225282,God bless president Muhammadu Buhari. Glad to be back. 😍😍😍,Muhammad_Onoba
3232,2022-01-13 05:25:07+00:00,1481497514608144385,"@Zagotweet Very funny.
Comrade Muhammadu Buhari 😹",SadiqeArayuJada
3233,2022-01-13 05:20:14+00:00,1481496288092995586,"“The Federal Government of Nigeria (FGN) directs me to inform the public that President Muhammadu Buhari, GCFR, has approved the lifting of the suspension of Twitter operation in Nigeria effective from 12 am tonight, 13th January 2022.”",DrIsaAliFans
3234,2022-01-13 05:17:47+00:00,1481495672775794693,"Twitter Ban Ends in Nigeria, Muhammadu Buhari Govt Lifts Suspension After 7-Month https://t.co/CM9oOnzD5y",india_nims
3235,2022-01-13 05:05:31+00:00,1481492583549440009,Nigeria's government suspended Twitter last June after the company deleted a tweet by President Muhammadu Buhari about punishing regional secessionists. But the government said it was reversing the ban after Twitter agreed to conditions… https://t.co/xSqplR7GyN,michlmvondo
3236,2022-01-13 05:03:53+00:00,1481492172403015680,"The decision was made after Twitter agreed to meet all conditions set by the Nigerian government.

The ban was announced just two days after Twitter deleted a tweet by President Muhammadu Buhari that was widely perceived as offensive.",Edourdooo
3237,2022-01-13 04:49:38+00:00,1481488586805440515,"Nigeria lifts Twitter ban from midnight. Previously, Twitter was suspended in Nigeria in June after it removed a post from President 'Muhammadu Buhari'.

#Twitter #Nigeria https://t.co/k0mlq4LCMY",techagent26
3238,2022-01-13 04:49:21+00:00,1481488514248290306,@OgechukwuChime @MobilePunch We will surprise Muhammadu Buhari and his wicked cabals.,Chijioke_ego
3239,2022-01-13 04:26:11+00:00,1481482684220067842,Sebelumnya Nigeria memblokir Twitter dua hari setelah perusahaan media sosial AS itu menghapus cuitan Presiden Nigeria Muhammadu Buhari. https://t.co/8srN6qr6ov,kompascom
3240,2022-01-13 04:11:03+00:00,1481478875913732096,Nigeria opphever Twitter-forbud: Nigerias regjering har opphevet den sju måneder lange suspensjonen av Twitter. Forbudet ble innført etter strid rundt en melding fra president Muhammadu Buhari. https://t.co/VDZx3CzvlW,ABCNyheterMotor
3241,2022-01-13 04:11:03+00:00,1481478875813060612,Nigeria opphever Twitter-forbud: Nigerias regjering har opphevet den sju måneder lange suspensjonen av Twitter. Forbudet ble innført etter strid rundt en melding fra president Muhammadu Buhari. https://t.co/894tvtlubv,ABCNyheterLivet
3242,2022-01-13 04:01:05+00:00,1481476367107584005,"President Muhammadu Buhari has joined Nigerians in paying tribute to a former Governor of Oyo State, Otunba Christopher Alao-Akala, who passed away, yesterday, aged 71... https://t.co/EqozjyuDVB",StrawberryNG
3243,2022-01-13 03:40:46+00:00,1481471255769493506,Thank you President Muhammadu Buhari @MBuhari,africastand
3244,2022-01-13 03:32:04+00:00,1481469065227309057,"Twitter Ban Ends in Nigeria, Muhammadu Buhari Govt Lifts Suspension After 7-Month
https://t.co/g7CmqPRSx6
#Twitter #Ban #Nigeria #MuhammaduBuhari @Twitter @MBuhari #Suspension",latestly
3245,2022-01-13 03:26:45+00:00,1481467730037547008,"Honestly,whoever advised Mr Muhammadu Buhari to take such unreasonable steps has exposed Mr Muhammadu Buhari's gullibility. https://t.co/AM1WwCKf5p",BusayoAdemiku1
3246,2022-01-13 03:16:40+00:00,1481465192626065410,"Pan-yoruba socio-political group, Afenifere, has appealed to former President Olusegun Obasanjo to join other patriots to pile pressure on President Muhammadu Buhari https://t.co/OMkaoye4yN",StrawberryNG
3247,2022-01-13 03:01:13+00:00,1481461301998198787,"Soziale Medien: Twitter-Sperre in Nigeria aufgehoben

Lagos (dpa) – Afrikas bevölkerungsreichster Staat Nigeria hat den Kurznachrichtendienst Twitter nach einer rund siebenmonatigen Sperre wieder zugelassen. Präsident Muhammadu Buhari h ...

https://t.co/VmMn4CbhIV",News__Poster
3248,2022-01-13 02:17:35+00:00,1481450323575255055,"@iamchrisani President Muhammadu Buhari has approved the lifting of the suspension of Twitter operation in Nigeria effective from 12am tonight, 13th January 2022.",OdheleeOfficial
3249,2022-01-13 02:05:00+00:00,1481447154774204418,"Nigeria's government said it had ended its suspension of Twitter, seven months after banning the social media giant in a dispute over a tweet by President Muhammadu Buhari.

https://t.co/T9Xvx2TKjX",htTweets
3250,2022-01-13 01:54:06+00:00,1481444413473796098,"President Muhammadu Buhari has approved the lifting of the suspension of Twitter operation in Nigeria effective from 12am tonight, 13th January 2022.",Nation1Don
3251,2022-01-13 01:52:25+00:00,1481443990012583936,AFCON: Buhari Reacts To Nigeria’s 1-0 Victory Against Egypt (AFRICAN EXAMINER) – President Muhammadu Buhari has praised the Super Eagles of Nigeria after the team defeated Egypt... - https://t.co/JABTgNucfO,myAfrica2021
3252,2022-01-13 01:38:38+00:00,1481440521738285058,"The microblogging site’s operations had been suspended in Nigeria since June 5, 2021, after it deleted President Muhammadu Buhari’s tweet.
https://t.co/SwHwjcvW0e",channelstv
3253,2022-01-13 01:24:03+00:00,1481436848740253699,"https://t.co/NOqkHjcfyN
BREAKING! Nigeria Lifts Twitter Ban
President Muhammadu Buhari has directed ...
https://t.co/NOqkHjcfyN",hallanaija
3254,2022-01-13 01:24:02+00:00,1481436847595298817,"https://t.co/lKKbg3cLNS
BREAKING! Nigeria Lifts Twitter Ban
President Muhammadu Buhari has directed ...
https://t.co/lKKbg3cLNS",e_newsdesk
3255,2022-01-13 01:10:42+00:00,1481433489719369728,"Hi my name is President Muhammadu Buhari I’m new here, can anyone show me around plssss 🥰❤️ https://t.co/JUiezA7DlH",Orezi__
3256,2022-01-13 01:10:32+00:00,1481433450309582851,"On Wednesday, the Federal Government announced it was lifting its suspension on Twitter. The microblogging site’s operations had been suspended in Nigeria since June 5, 2021, after it deleted President Muhammadu Buhari’s tweet. In justifying its… https://t.co/oOKIW25d6E",StrawberryNG
3257,2022-01-13 01:02:04+00:00,1481431319351640066,President Muhammadu Buhari ❤,MediaApc
3258,2022-01-13 01:01:23+00:00,1481431145950625794,"""The Federal Government of #Nigeria directs me to inform the public that President Muhammadu Buhari... has approved the lifting of the suspension of #Twitter operation in Nigeria effective from 12am,"" 

Read More: https://t.co/rceEB79ahe
#VoxAfrica #VoxNews",voxafricauk
3259,2022-01-13 00:59:27+00:00,1481430658773889026,"@Gen_Buhar Yes, may God bless President Muhammadu Buhari💚💚👑",CompanyYazan
3260,2022-01-13 00:57:52+00:00,1481430261262868482,@the_hot_meg Non le President Muhammadu Buhari avait été censuré par Twitter est comme il n’était pas content  il a simplement décidé d'interdire le réseau.,diegoperret86
3261,2022-01-13 00:57:19+00:00,1481430124264407045,"""Many of those misbehaving today are too young to be aware of the destructions and loss of lives that occurred during the Nigerian Civil War. Those of us in the fields for 30 months, who went through the war will treat them in the language they understand.""~Muhammadu Buhari, GCFR",imustaphaa
3262,2022-01-13 00:32:11+00:00,1481423796749877255,We stand with our President Muhammadu Buhari Over His Comment to IPO.,MuhammadSettler
3263,2022-01-13 00:30:22+00:00,1481423339876986881,"President Muhammadu Buhari, GCFR, has approved the lifting of the suspension of Twitter operation in Nigeria effective from 12am tonight, 13th January 2022. https://t.co/zv46EtsSAd",APCWhatsAppTV
3264,2022-01-13 00:16:50+00:00,1481419933011648518,President Muhammadu Buhari: #SecureNorth: Declare state of emergency in northwest Nigeria #NorthIsBle... https://t.co/DwiJu8RsR8 via @Change,Ahmedmohammadb4
3265,2022-01-13 00:15:10+00:00,1481419516424990722,Thank you Mr President  Muhammadu Buhari for lifting the ban. God bless Nigeria !!!,AdunolaToyin
3266,2022-01-13 00:15:06+00:00,1481419499740016643,"General Muhammadu Buhari......G.C.F.R, G.C.O.N, O.O.N, V.P.N, N.I.N, C.B.N.......",OLUFEMIMO
3267,2022-01-13 00:12:52+00:00,1481418935790669824,"Today, I opened my Twitter which came 222 days after the regime of banned.

President Muhammadu Buhari, GCFR, has approved the lifting of the suspension of Twitter operation in Nigeria effective from 12am tonight, 13th January 2022.

#WelcomeBack",KhalidKumo
3268,2022-01-13 00:04:00+00:00,1481416704026550272,"Nigéria : Le président nigérian Muhammadu Buhari lève une interdiction de sept mois sur Twitter dans ce pays d'Afrique de l'Ouest.
https://t.co/SH6KRMiLNv https://t.co/gu9kTvfIRs",RebeccaRambar
3269,2022-01-12 23:58:11+00:00,1481415242722824192,"Nigeria's government on Wednesday said it had ended its suspension of Twitter, seven months after banning the social media giant in a dispute over a tweet by President Muhammadu Buhari https://t.co/JFKhsBKiGH",AFP
3270,2022-01-12 23:58:10+00:00,1481415236213223425,@muhammadubuhari 🖐#TwitterBan,poshadeyinka
3271,2022-01-12 23:49:42+00:00,1481413108174364672,"It’s about time we learn to stick to our Guns and stand by them! 
￼
THANK YOU Muhammadu Buhari I like your style. 

Forgive any error in my grammar but I just want to make common sense

Drops Pen 🖊",MrSomoye
3272,2022-01-12 23:29:37+00:00,1481408052242886660,Dear President Muhammadu Buhari duk godiyar da mukaima a baya duk mun janye ta😡😡,bb_khamees
3273,2022-01-12 23:19:17+00:00,1481405453687050245,AFCON: Buhari reacts to Nigeria’s 1-0 victory against Egypt https://t.co/mFA6sLqr52 President Muhammadu Buhari has commended...,newsunplug
3274,2022-01-12 23:17:42+00:00,1481405054338977798,"Twitter without VPN.
Alhamdulillah! 
Thank you President Muhammadu Buhari for lifting the twitter ban once again.",Northerner0
3275,2022-01-12 23:08:18+00:00,1481402687640018949,International Criminal Court (ICC): Petition To The ICC To Arraign Muhammadu Buhari for Crimes Agains... https://t.co/VQmp4X1qel via @Change,SJasmiel
3276,2022-01-12 23:07:50+00:00,1481402570119815169,"BREAKING NEWS : President Muhammadu Buhari has approved the lifting of the suspension of Twitter operation in Nigeria effective from 12am tonight, 13th January 2022.

#TwitterBan #Buhari. https://t.co/JAYd7TRuDj https://t.co/Wu5pPInf8K",HarmoyeH
3277,2022-01-12 23:06:08+00:00,1481402140757270535,"Nigeria Government Lifts #TwitterBan After 7 months

President Muhammadu Buhari on Wednesday approved the lifting of the suspension of #Twitter operation effective from 12am tonight, 13th January 2022. 

https://t.co/a3qZDpk72x",yinksmedia
3278,2022-01-12 22:45:18+00:00,1481396901417308174,"#TwitterBan

twitter bans the president of nigeria?

president of nigeria bans twitter?

lol?

president of south africa recently made the rounds?

nigeria lifting the twitter ban?

but if twitter bans muhammadu buhari again?

africa will kick twitter out? having knock on effect?",system_jolt
3279,2022-01-12 22:44:58+00:00,1481396817304727557,"President of Nigeria,Muhammadu Buhari lifts twitter ban. Good news🎊🎊🎊🤝.

#naijatastic #muhammadubuhari #twitter #afrobeats #nigerianmusic #nigeriansongs #twitterban https://t.co/0DPlI1hkzN",naijatastic
3280,2022-01-12 22:44:03+00:00,1481396585070141440,"Electoral Bill: Buhari’s withheld Assent and the way forward: President Muhammadu Buhari alarmingly declined assent to the long-awaited Electoral Act Amendment Bill through a letter to the President of the Senate, Ahmed Lawan and his counterpart at the… https://t.co/k9n9uNUMgl",GazetteNigeria
3281,2022-01-12 22:41:05+00:00,1481395837175402499,President Muhammadu Buhari on Wednesday conveyed his condolences and that of his government to the people of Zamfara State on what he described as the “extremely unfortunate” mass killings of innocent people by retreating bandits. https://t.co/lb5Rq0yY5L,StrawberryNG
3282,2022-01-12 22:39:08+00:00,1481395346295173122,"President Muhammadu Buhari on Monday described the late father of the former Deputy governor of Osun state, Senator Iyiola Omisore Oba https://t.co/jEdCXGL8wE #muhammadubuhari",Nationainsight
3283,2022-01-12 22:37:20+00:00,1481394894233079808,"Muhammadu Buhari, the only man that can fight for his country and still be insulted for it.
Omo, this life balance, but e no fair.
@Northerner0 @Optimistic_Ade @yisawaliu @woye1 @iyaboawokoya https://t.co/WKHBFlHtiQ",LukmanHorpe
3284,2022-01-12 22:36:59+00:00,1481394807960481805,"The President, Major General Muhammadu Buhari (retd.), has lifted the suspension on Twitter operations in the country, effective from 12am, January 13, 2022.",1kingAazukAa
3285,2022-01-12 22:28:04+00:00,1481392560966938624,"The President, Major General Muhammadu Buhari (retd.), has lifted the suspension on Twitter operations in the country, effective from 12 am, January 13, 2022.",1kingAazukAa
3286,2022-01-12 22:27:17+00:00,1481392365151604737,"Le président nigérian Muhammadu Buhari a approuvé la levée de la suspension de Twitter dans le pays à partir du 13 janvier 2022 à minuit, selon une annonce faite ce mercredi par le directeur de l'Agence nationale pour le développement des technologies

https://t.co/TZgwwOJm7H https://t.co/SLCzAftf4F",Financialafrik
3287,2022-01-12 22:19:23+00:00,1481390377777176577,"Qubit/AI(sozialeMedien,Abschaltungen): „Zuerst löschte Twitter einen seiner Tweets, dann ließ Nigerias Präsident Muhammadu Buhari den Kanal abstellen. Nun soll die Sperre in Afrikas bevölkerungsreichstem Staat enden - bereits um Mitternacht.“ https://t.co/8quV6hMfKs",Wortklauber_in
3288,2022-01-12 22:19:18+00:00,1481390355979419654,"Nigeria’s President, Muhammadu Buhari, has lifted the ban he placed on Twitter after 222 days (7 months). The unhindered access to Twitter is expected to commence from Midnight 13/01/2021

https://t.co/O97fBwfGeZ",techawkng
3289,2022-01-12 22:11:17+00:00,1481388339404099586,"The Federal Government has lifted the suspension of Twitter operations in Nigeria with five conditions following approval by President Muhammadu Buhari.

But the restoration of service takes effect from midnight of January 13th, 2022.",1kingAazukAa
